actual,proposed
0.30000463128089905,0.20000000298023224
0.3015044629573822,0.20000000298023224
0.30300432443618774,0.20000000298023224
0.3045041859149933,0.20000000298023224
0.30600404739379883,0.20000000298023224
0.30750390887260437,0.20000000298023224
0.3090038001537323,0.20000000298023224
0.15238399803638458,0.19789709150791168
0.15276455879211426,0.19672368466854095
0.15529286861419678,0.1955518275499344
0.15776026248931885,0.19439226388931274
0.1601690798997879,0.19324274361133575
0.15519747138023376,0.19204215705394745
0.1531791090965271,0.19084587693214417
0.1467219442129135,0.1896311342716217
0.13588865101337433,0.18834252655506134
0.12945690751075745,0.18705545365810394
0.11864502727985382,0.185715451836586
0.10351292043924332,0.18427705764770508
0.0841178223490715,0.18272534012794495
0.06923216581344604,0.18110480904579163
0.05006934329867363,0.1794285923242569
0.026684356853365898,0.17752496898174286
0.003488851711153984,0.17549224197864532
0.0,0.17337889969348907
0.0,0.1711229383945465
0.0,0.16866569221019745
0.0,0.16602303087711334
0.0,0.16323702037334442
0.0,0.16031144559383392
0.0,0.15724708139896393
0.0,0.1540406048297882
0.0,0.15073361992835999
0.0,0.14731119573116302
0.0,0.1437585949897766
0.0,0.1401439607143402
0.0,0.13643847405910492
0.0,0.13265162706375122
0.0,0.12881013751029968
0.0,0.12487638741731644
0.0,0.12089987844228745
0.0,0.11690568923950195
0.0,0.11286590993404388
0.0,0.10879631340503693
0.0,0.10474599897861481
0.0,0.10067849606275558
0.0,0.09662280231714249
0.0,0.09257780760526657
0.0,0.08853977173566818
0.0,0.08451540768146515
0.0,0.08053062111139297
0.0,0.07664421200752258
0.0,0.07289198786020279
0.0,0.06929459422826767
0.0,0.0658169686794281
0.0,0.062455277889966965
0.0,0.05920342355966568
0.0,0.05605803057551384
0.0,0.053046777844429016
0.0,0.050132736563682556
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1266893446445465
0.0,0.12563516199588776
0.00997406430542469,0.12472712248563766
0.022319070994853973,0.12393683940172195
0.043141577392816544,0.1233128234744072
0.05925390496850014,0.12281515449285507
0.075090691447258,0.12245374172925949
0.09938178211450577,0.12227173149585724
0.11894083023071289,0.12224411219358444
0.1294858455657959,0.12229204177856445
0.15294551849365234,0.12251888960599899
0.1629919409751892,0.12281379103660583
0.17725719511508942,0.12321224063634872
0.19132819771766663,0.12371169030666351
0.20085477828979492,0.12427432090044022
0.20590564608573914,0.12486040592193604
0.2109055519104004,0.12547975778579712
0.22021591663360596,0.12615275382995605
0.2207016497850418,0.1268237978219986
0.22556547820568085,0.12751466035842896
0.2260282337665558,0.128201425075531
0.22215233743190765,0.12884874641895294
0.21835651993751526,0.12945695221424103
0.20591920614242554,0.12996496260166168
0.20239366590976715,0.13043972849845886
0.1858556866645813,0.13078324496746063
0.17391927540302277,0.13103139400482178
0.1577950268983841,0.13116182386875153
0.13753558695316315,0.13113996386528015
0.11754992604255676,0.13097360730171204
0.09782540798187256,0.1306641548871994
0.07399089634418488,0.13018424808979034
0.04609508067369461,0.12951281666755676
0.018543172627687454,0.12864096462726593
3.7017241993453354e-05,0.12765565514564514
0.0,0.12632736563682556
0.0,0.12476232647895813
0.0,0.12293985486030579
0.0,0.12089599668979645
0.0,0.11876866221427917
0.0,0.11630059033632278
0.0,0.11366281658411026
0.0,0.11082954704761505
0.0,0.10780651122331619
0.0,0.10472846031188965
0.0,0.10133538395166397
0.0,0.09776929765939713
0.0,0.09406234323978424
0.0,0.09022335708141327
0.0,0.0862860307097435
0.0,0.08225227147340775
0.0,0.07812405377626419
0.0,0.07403359562158585
0.0,0.07004275918006897
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.12196257710456848
0.0,0.11977458745241165
0.0,0.11773551255464554
0.0,0.11583451181650162
0.0,0.1140718162059784
0.0,0.11243604123592377
0.0,0.1109590008854866
0.0,0.10963544994592667
0.0,0.10845862329006195
0.0,0.10742717236280441
0.0,0.10653159022331238
0.0,0.10573780536651611
0.0,0.10500571876764297
0.0,0.1043708473443985
0.0,0.10382866114377975
0.0,0.10337270796298981
0.004526791628450155,0.1030048355460167
0.014730039983987808,0.10271748155355453
0.024763567373156548,0.1025104969739914
0.030275912955403328,0.10235009342432022
0.031334370374679565,0.1022012010216713
0.036721475422382355,0.10209536552429199
0.037659935653209686,0.10199784487485886
0.03857304900884628,0.10191050171852112
0.04817967116832733,0.1018967255949974
0.05328323692083359,0.10192133486270905
0.06266822665929794,0.10201416909694672
0.05884190648794174,0.10207922756671906
0.050709523260593414,0.10208048671483994
0.03832881897687912,0.10199297964572906
0.030473140999674797,0.10184933990240097
0.027074240148067474,0.10168265551328659
0.019349420443177223,0.10146421194076538
0.01607506535947323,0.1012258306145668
0.012827565893530846,0.10096733272075653
0.013964492827653885,0.10072220116853714
0.006347143556922674,0.10042551904916763
0.0031744157895445824,0.10011239349842072
2.2924399672774598e-05,0.09978169947862625
0.0,0.09943453222513199
0.0,0.09903767704963684
0.0,0.09862682223320007
0.0,0.09817001968622208
0.0,0.09769833832979202
0.24316257238388062,0.09721413254737854
0.24158048629760742,0.19849646091461182
0.240006223320961,0.19865308701992035
0.238438680768013,0.19881214201450348
0.2412363886833191,0.1989872008562088
0.23962022364139557,0.19914592802524567
0.23801171779632568,0.1993032991886139
0.23641033470630646,0.199435293674469
0.23481501638889313,0.1995552033185959
0.2332252711057663,0.1996755450963974
0.23164063692092896,0.19979260861873627
0.22570110857486725,0.19984278082847595
0.21546685695648193,0.199822336435318
0.2053537666797638,0.19973039627075195
0.19535592198371887,0.19957496225833893
0.18110856413841248,0.1993175446987152
0.16702581942081451,0.19896569848060608
0.15309925377368927,0.19851575791835785
0.13932135701179504,0.1979725956916809
0.12132584303617477,0.19730672240257263
0.10352461785078049,0.1965271681547165
0.08154941350221634,0.19560325145721436
0.06416923552751541,0.1945691704750061
0.03823497146368027,0.19335974752902985
0.012577012181282043,0.19198238849639893
0.0,0.19042044878005981
0.0,0.18869435787200928
0.0,0.18679285049438477
0.0,0.18471309542655945
0.0,0.1824232041835785
0.0,0.17993378639221191
0.0,0.1772838830947876
0.0,0.17451252043247223
0.0,0.17155592143535614
0.0,0.16841746866703033
0.0,0.1651359647512436
0.0,0.1617770493030548
0.0,0.15835066139698029
0.0,0.1548149585723877
0.0,0.15118174254894257
0.0,0.14744500815868378
0.0,0.14361509680747986
0.0,0.13975277543067932
0.0,0.1358318030834198
0.0,0.1318812519311905
0.0,0.12786811590194702
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.1971442699432373
0.0,0.1945602297782898
0.0,0.19207961857318878
0.0,0.18973365426063538
0.0,0.18752866983413696
0.0,0.18545661866664886
0.0,0.18346410989761353
0.0,0.18152739107608795
0.0,0.1796562820672989
0.0,0.17786598205566406
0.0,0.17611947655677795
0.0,0.17443637549877167
0.0,0.17279139161109924
0.0,0.17114770412445068
0.0,0.1695040762424469
0.0,0.16786186397075653
0.0,0.16628482937812805
0.0,0.1647353619337082
0.0,0.16321764886379242
0.0,0.16169483959674835
0.0,0.1601325422525406
0.09990354627370834,0.15856418013572693
0.0964675024151802,0.20000000298023224
0.10171008110046387,0.20000000298023224
0.10679329186677933,0.20000000298023224
0.1073642298579216,0.20000000298023224
0.11220724880695343,0.20000000298023224
0.11254680156707764,0.20000000298023224
0.1171669065952301,0.20000000298023224
0.1172918826341629,0.20000000298023224
